id	ko	ja	pos	pos_tag	lemma
1131	운동하다	運動する、スポーツする	Noun	NNG	운동
1132	운동화	運動靴	Noun	NNG	운동화
1133	운전하다	運転する	Noun	NNG	운전
1134	울다	（人が）泣く、（動物が）鳴く、（鐘などが）鳴る	Verb	VV	울다
1135	울리다	泣かせる、鳴かせる、鳴らす	Verb	VV	울리다
1136	움직이다	動く	Verb	VV	움직이다
1137	웃기다	笑わせる	Verb	VV	웃기다
1138	웃다	笑う	VV-R	VV-R	웃다
1139	원	ウォン（韓国の貨幣単位）	Noun	NNB	원
1140	원피스	ワンピース	Noun	NNP	원피스
1141	원하다	願う、望む	Verb	VV	원하다
1142	월	～（ヶ）月	Noun	NNG	월
1143	월급	月給、給料	Noun	NNG	월급
1144	월드컵	ワールドカップ	Noun	NNG	월드컵
1145	월세	（月払いの）家賃、賃料	Noun	NNG	월세
1146	월요일	月曜日	Noun	NNG	월요일
1147	웬일	何事、どうしたこと	Noun	NNG	웬일
1148	위	上	Noun	NNG	위
1149	위치	位置	Noun	NNG	위치
1150	위하다	（～のために）する	Verb	VV	위하다
1151	위험하다	危険だ	Noun	NNG	위험
1152	유럽	ヨーロッパ	Noun	NNP	유럽
1153	유리	ガラス	Noun	NNG	유리
1154	유명하다	有名だ	Noun	NNG	유명
1155	유월	６月	Noun	NNG	유월
1156	유학	留学	Noun	NNG	유학
1157	유학생	留学生	Noun	NNG	유학
1158	유행	流行	Noun	NNG	유행
1159	육	6	Numeral	NR	육
1160	육십	60	Numeral	NR	육
1161	은행	銀行	Noun	NNG	은행
1162	은행원	銀行員	Noun	NNG	은행원
1163	음료수	飲料水、清涼飲料水、ジュース	Noun	NNG	음료수
1164	음반	音盤	Noun	NNG	음반
1165	음식	食べ物、料理	Noun	NNG	음식
1166	음악	音楽	Noun	NNG	음악
1167	음악가	音楽家	Noun	NNG	음악가
1168	응	うん（返事）	Interjection	IC	응
1169	의미	意味	Noun	NNG	의미
1170	의사	医者	Noun	NNG	의사
1171	의자	いす	Noun	NNG	의자
1172	이	歯、この、２	Interjection	IC	이
1173	이거	これ	Pronoun	NP	이거
1174	이것	これ	Pronoun	NP	이것
1175	이곳	ここ	Pronoun	NP	이곳
1176	이따가	後で、後ほど	Adverb	MAG	이따가
1177	이런	こんな～	Determiner	MM	이런
1178	이렇게	こんなに、このように	VA-I	VA-I	이렇다
1179	이렇다	こうだ	VA-I	VA-I	이렇다
1180	이름	名前	Noun	NNG	이름
1181	이메일	ｅメール、電子メール	Noun	NNG	이메일
1182	이모	（母方の）おば	Noun	NNG	이모
1183	이모부	（母方の）おじ	Noun	NNG	이모부
1184	이번	今回、こんど	Noun	NNG	이번
1185	이분	この方	Numeral	NR	이
1186	이사	引っ越し	Noun	NNG	이사
1187	이상	以上	Noun	NNG	이상
1188	이상하다	おかしい、変だ	Noun	NNG	이상
1189	이십	20	Numeral	NR	이
1190	이야기	話、物語	Noun	NNG	이야기
1191	이야기하다	話す	Noun	NNG	이야기
1192	이용	利用	Noun	NNG	이용
1193	이용하다	利用する	Noun	NNG	이용
1194	이월	２月	Noun	NNG	이월
1195	이유	理由	Noun	NNG	이유
1196	이제	いまや、もう	Interjection	IC	이제
1197	이집트	エジプト	Noun	NNP	이집트
1198	이쪽	こちら、この方	Pronoun	NP	이쪽
1199	이틀	２日、２日間	Noun	NNG	이틀
1200	이해	理解	Noun	NNG	이해
1201	이해하다	理解する	Noun	NNG	이해
1202	인	～人	Pronoun	NP	이
1203	인구	人口	Noun	NNG	인구
1204	인기	人気	Noun	NNG	인기
1205	인기스타	人気スター	Noun	NNG	인기
1206	인도	インド	Noun	NNP	인도
1207	인사	挨拶	Noun	NNG	인사
1208	인사하다	挨拶する	Noun	NNG	인사
1209	인삼	人参、高麗人参	Noun	NNG	인삼
1210	인상	印象	Noun	NNG	인상
1211	인천	インチョン（仁川）	Noun	NNP	인천
1212	인터넷	インターネット	Noun	NNG	인터넷
1213	인터뷰하다	インタビューする	Noun	NNG	인터뷰
1214	인형	人形	Noun	NNG	인형
1215	일	1、日	Numeral	NR	일
1216	일곱	7	Numeral	NR	일곱
1217	일기	日記	Noun	NNG	일기
1218	일기예보	天気予報	Noun	NNG	일기
1219	일본	日本	Noun	NNP	일본
1220	일본드라마	日本のドラマ	Noun	NNP	일본
1221	일본말	日本語	Noun	NNP	일본
1222	일본사람	日本人	Noun	NNP	일본
1223	일본어	日本語	Noun	NNP	일본어
1224	일본요리	日本料理	Noun	NNP	일본
1225	일상생활	日常生活	Noun	NNG	일상생활
1226	일식	日本料理	Noun	NNG	일식
1227	일어나다	起きる、立つ、起こる	Verb	VV	일어나다
1228	일어서다	立ち上がる	Verb	VV	일어서다
1229	일요일	日曜日	Noun	NNG	일요일
1230	일월	１月	Noun	NNG	일월
1231	일주일	１週間	Noun	NNG	일주일
1232	일찍	（時間的に）はやく	Adverb	MAG	일찍
1233	일하다	働く	Noun	NNG	일
1234	일흔	70	Numeral	NR	일흔
1235	읽기	読むこと、読解	Verb	VV	읽다
1236	읽다	読む	Verb	VV	읽다
1237	잃다	失う	Verb	VV	잃다
1238	잃어버리다	失くしてしまう	Verb	VV	잃어버리다
1239	입	口	Noun	NNG	입
1240	입구	入り口	Noun	NNG	입구
1241	입다	着る	VV-R	VV-R	입다
1242	입원하다	入院する	Noun	NNG	입원
1243	입학	入学	Noun	NNG	입학
1244	있다	ある、いる	Adjective	VA	있다
1245	잊다	忘れる	Verb	VV	잊다
1246	잊어버리다	忘れる、忘れてしまう	Verb	VV	잊어버리다
1247	자	さあ	Interjection	IC	자
1248	자기	自己、自分	Pronoun	NP	자기
1249	자다	寝る	Interjection	IC	자
1250	자동차	自動車、車	Noun	NNG	자동차
1251	자동차회사	自動車会社	Noun	NNG	자동차
1252	자료	資料	Noun	NNG	자료
1253	자르다	切る	Verb	VV	자르다
1254	자리	座席、場所	Noun	NNG	자리
1255	자신	自身	Noun	NNG	자신
1256	자연	自然	Noun	NNG	자연
1257	자유	自由	Noun	NNG	자유
1258	자장면	ジャージャー麺	Noun	NNG	자장면
1259	자전거	自転車	Noun	NNG	자전거
1260	자주	たびたび、しょっちゅう	Adverb	MAG	자주
1261	작년	昨年	Noun	NNG	작년
1262	작다	小さい	Adjective	VA	작다
1263	작은아버지	父の弟、おじ	Noun	NNG	작은아버지
1264	작은어머니	父の弟の妻、おば	Noun	NNG	작은어머니
1265	잔	～杯	Noun	NNG	잔
1266	잔치	パーティ、祝宴	Noun	NNG	잔치
1267	잘	よく、上手に	Adverb	MAG	잘
1268	잘못	間違って	Adverb	MAG	잘못
1269	잘생기다	ハンサムだ	Verb	VV	잘생기다
1270	잘하다	上手だ	Adverb	MAG	잘
1271	잠	寝ること、睡眠	Noun	NNG	잠
1272	잠깐	しばらく、ちょっと	Adverb	MAG	잠깐
1273	잠시	しばらく、ちょっと	Adverb	MAG	잠시
1274	잠자다	寝る、眠る	Verb	VV	잠자다
1275	잡다	つかむ、握る	VV-R	VV-R	잡다
1276	잡수시다	召し上がる	Verb	VV	잡수다
1277	잡지	雑誌	Noun	NNG	잡지
1278	장	～枚	Noun	NNG	장
1279	장갑	手袋	Noun	NNG	장갑
1280	장마	梅雨	Noun	NNG	장마
1281	장마철	梅雨時	Noun	NNG	장마철
1282	장미	バラ	Noun	NNG	장미
1283	장소	場所	Noun	NNG	장소
1284	장점	長所	Noun	NNG	장점
1285	재료	材料	Noun	NNG	재료
1286	재미없다	面白くない	Adjective	VA	재미없다
1287	재미있다	面白い	Adjective	VA	재미있다
1288	재킷	ジャケット	Noun	NNG	재킷
1289	저	あの	Interjection	IC	저
1290	저거	あれ	Pronoun	NP	저거
1291	저것	あれ	Pronoun	NP	저것
1292	저곳	あそこ	Determiner	MM	저
1293	저기	あそこ	Interjection	IC	저기
1294	저녁	夕方、夜、夕ご飯	Noun	NNG	저녁
1295	저녁식사	夕食	Noun	NNG	저녁
1296	저렇게	あのように	VA-I	VA-I	저렇다
1297	저분	あの方	Pronoun	NP	저분
1298	저쪽	あちら、あの方	Pronoun	NP	저쪽
1299	저희	私ども	Pronoun	NP	저희
1300	적	的	Noun	NNB	적
1301	적다	少ない、記す	Adjective	VA	적다
1302	전	全、前	Pronoun	NP	저
1303	전공	専攻	Noun	NNG	전공
1304	전기자동차	電気自動車	Noun	NNG	전기
1305	전자사전	電子辞書	Noun	NNG	전자
1306	전하다	伝える	Verb	VV	전하다
1307	전혀	まったく、全然	Adverb	MAG	전혀
1308	전화	電話	Noun	NNG	전화
1309	전화기	電話機	Noun	NNG	전화기
1310	전화번호	電話番号	Noun	NNG	전화
1311	절	寺	Pronoun	NP	저
1312	절대	絶対	Adverb	MAG	절대
1313	젊다	若い	Adjective	VA	젊다
1314	점	点	Noun	NNG	점
1315	점수	点数	Noun	NNG	점수
1316	점심	昼食、昼ごはん	Noun	NNG	점심
1317	점심시간	昼食時間	Noun	NNG	점심시간
1318	점심식사	昼食	Noun	NNG	점심
1319	점원	店員	Noun	NNG	점원
1320	점퍼	ジャンパー	Noun	NNG	점퍼
1321	젓가락	箸	Noun	NNG	젓가락
1322	정거장	停車場、駅	Noun	NNG	정거장
1323	정도	程度	Noun	NNG	정도
1324	정류장	停留所、バス停	Noun	NNG	정류장
1325	정리하다	整理する	Noun	NNG	정리
1326	정말	本当に	Adverb	MAG	정말
1327	정문	正門	Noun	NNG	정문
1328	정보	情報	Noun	NNG	정보
1329	정하다	定める	Verb	VV	정하다
1330	제가	私が	Pronoun	NP	저
1331	제목	題名、タイトル	Noun	NNG	제목
1332	제일	いちばん、最も	Adverb	MAG	제일
1333	제주도	済州島	Noun	NNP	제주도
1334	조금	少し	Adverb	MAG	조금
1335	조사하다	調査する	Noun	NNG	조사
1336	조선	朝鮮	Noun	NNP	조선
1337	조선말	朝鮮語	Noun	NNG	조선말
1338	조선어	朝鮮語	Noun	NNP	조선어
1339	조심하다	注意する	Noun	NNG	조심
1340	조용하다	静かだ	XR	XR	조용
1341	조용히	静かに	Adverb	MAG	조용히
1342	조카	甥（おい）	Noun	NNG	조카
1343	졸업	卒業	Noun	NNG	졸업
1344	졸업하다	卒業する	Noun	NNG	졸업
1345	좀	ちょっと、すこし	Adverb	MAG	좀
1346	좀더	もう少し、もうちょっと	Adverb	MAG	좀
1347	좁다	狭い	VA-R	VA-R	좁다
1348	종로	鍾路	Noun	NNP	종로
1349	종류	種類	Noun	NNG	종류
1350	종업원	従業員	Noun	NNG	종업원
1351	종이	紙	Noun	NNG	종이
1352	종일	終日、一日中	Noun	NNG	종일
1353	좋다	良い、好きだ	Adjective	VA	좋다
1354	좋아하다	好む、好きだ	Verb	VV	좋아하다
1355	죄송하다	申し訳ない	Adjective	VA	죄송하다
1356	주	週	Noun	NNG	주
1357	주다	あげる、くれる	Verb	VV	주다
1358	주로	主に	Adverb	MAG	주로
1359	주말	週末	Noun	NNG	주말
1360	주머니	ポケット、小袋	Noun	NNG	주머니
1361	주무시다	お休みになる	Verb	VV	주무시다
1362	주문하다	注文する	Noun	NNG	주문
1363	주변	周辺、周り	Noun	NNG	주변
1364	주부	主婦	Noun	NNG	주부
1365	주사	注射	Noun	NNG	주사
1366	주소	住所	Noun	NNG	주소
1367	주스	ジュース	Noun	NNG	주스
1368	주위	周囲、周り	Noun	NNG	주위
1369	주인	主人、持ち主、マスター	Noun	NNG	주인
1370	주차장	駐車場	Noun	NNG	주차장
1371	주차하다	駐車する	Noun	NNG	주차
1372	주황색	オレンジ色	Noun	NNG	주황색
1373	죽	おかゆ	Noun	NNG	죽
1374	죽다	死ぬ	Verb	VV	죽다
1375	준비	用意、準備	Noun	NNG	준비
1376	준비하다	準備する	Noun	NNG	준비
1377	줄	列、線、ひも	Noun	NNG	줄
1378	줄다	減る	Verb	VV	줄다
1379	중	中	Noun	NNB	중
1380	중국	中国	Noun	NNP	중국
1381	중국어	中国語	Noun	NNP	중국어
1382	중국집	中華料理店	Noun	NNG	중국집
1383	중식	中国料理	Noun	NNG	중식
1384	중심	中心	Noun	NNG	중심
1385	중요	重要	Noun	NNG	중요
1386	중요하다	重要だ	Noun	NNG	중요
1387	중학교	中学校	Noun	NNG	중학교
1388	중학생	中学生	Noun	NNG	중학
1389	즐거워하다	楽しがる	Verb	VV	즐거워하다
1390	즐겁다	楽しい	VA-I	VA-I	즐겁다
1391	즐기다	楽しむ	Verb	VV	즐기다
1392	증세	病状	Noun	NNG	증세
1393	지각	遅刻	Noun	NNG	지각
1394	지갑	財布	Noun	NNG	지갑
1395	지금	今	Adverb	MAG	지금
1396	지나다	過ぎる、経つ	Verb	VV	지나다
1397	지난달	先月	Noun	NNG	지난달
1398	지난번	前回	Noun	NNG	지난번
1399	지난주	先週	Verb	VV	지나다
1400	지내다	過ごす、暮らす	Verb	VV	지내다
1401	지다	負ける	Noun	NNG	지
1402	지도	地図	Pronoun	NP	지
1403	지방	地方	Noun	NNG	지방
1404	지우개	消しゴム、黒板消し	Noun	NNG	지우개
1405	지키다	守る	Verb	VV	지키다
1406	지하	地下	Noun	NNG	지하
1407	지하도	地下道	Noun	NNG	지하도
1408	지하철	地下鉄	Noun	NNG	지하철
1409	지하철역	地下鉄の駅	Noun	NNG	지하철역
1410	직업	職業	Noun	NNG	직업
1411	직원	職員	Noun	NNG	직원
1412	직장	職場	Noun	NNG	직장
1413	직접	直接	Adverb	MAG	직접
1414	진달래	ツツジ	Noun	NNG	진달래
1415	질	質	Noun	NNG	질
1416	질문	質問	Noun	NNG	질문
1417	질문하다	質問する	Noun	NNG	질문
1418	짐	荷物	Adverb	MAG	짐
1419	집	家、店	Noun	NNG	집
1420	짓다	作る	VV-I	VV-I	짓다
1421	짜다	組み立てる、（計画を）立てる	Adjective	VA	짜다
1422	짜리	価値があるもの（○ウォン硬貨/紙幣/切手など）	Noun	NNB	짜리
1423	짧다	短い	Adjective	VA	짧다
1424	쪽	ページ	Noun	NNB	쪽
1425	쯤	～ごろ	Noun	NNB	쯤
1426	찌개	チゲ	Noun	NNG	찌개
1427	찍다	突き刺す、（写真を）撮る、（印鑑を）押す、（物の端に液体を）つける	Verb	VV	찍다
1428	차	車、茶	Noun	NNG	차
1429	차갑다	冷たい	VA-I	VA-I	차갑다
1430	차다	蹴る	Noun	NNG	차
1431	차리다	（食事の席を）準備する、整える、（気持ち、精神を）しっかりさせる	Verb	VV	차리다
1432	착하다	（人柄が）良い、善良だ、やさしい	Adjective	VA	착하다
1433	참	本当に、非常に	Adverb	MAG	참
1434	창문	窓	Noun	NNG	창문
1435	찾다	探す、（銀行などでお金を）おろす、（人を）訪ねる	Verb	VV	찾다
1436	찾아가다	（人に会いに、用事を済ませに）行く、（落し物などを）引き取って持って行く	Verb	VV	찾아가다
1437	찾아오다	（人に会いに、用事を済ませに）来る、（落し物などを）引き取って持って来る	Verb	VV	찾아오다
1438	채소	野菜	Noun	NNG	채소
1439	책	本	Noun	NNG	책
1440	책방	本屋	Noun	NNG	책방
1441	책상	机	Noun	NNG	책상
1442	책임	責任	Noun	NNG	책임
1443	책장	本棚	Noun	NNG	책장
1444	처음	最初、初めて	Noun	NNG	처음
1445	처음 뵙겠습니다	はじめまして	Noun	NNG	처음
1446	천	1000	Numeral	NR	천
1447	천천히	ゆっくり	Adverb	MAG	천천히
1448	철	季節、旬	Noun	NNG	철
1449	첫	初～、初めての～	Determiner	MM	첫
1450	첫째	最初の～、第１の～、１番目の～	Numeral	NR	첫째
1451	청바지	（青い）ジーパン	Noun	NNG	청바지
1452	청소기	掃除機	Noun	NNG	청소기
1453	청소하다	掃除する	Noun	NNG	청소
1454	초	秒	Noun	NNB	초
1455	초대하다	招待する	Noun	NNG	초대
1456	초등학교	初等学校（＝小学校）	Noun	NNG	초등학교
1457	초등학생	小学生	Noun	NNG	초등학생
1458	초록색	緑色	Noun	NNG	초록색
1459	초콜릿	チョコレート	Noun	NNG	초콜릿
1460	촬영하다	撮影する	Noun	NNG	촬영
1461	최고	最高	Noun	NNG	최고
1462	추다	踊る	Verb	VV	추다
1463	추석	チュソク（秋夕）、旧暦のお盆	Noun	NNG	추석
1464	추억	思い出	Noun	NNG	추억
1465	축구	サッカー	Noun	NNG	축구
1466	축제	祝祭、お祭り	Noun	NNG	축제
1467	축하	祝賀	Noun	NNG	축하
1468	축하하다	祝う	Noun	NNG	축하
1469	축하합니다	おめでとうございます	Noun	NNG	축하
1470	출구	出口	Noun	NNG	출구
1471	출근하다	出勤する	Noun	NNG	출근
1472	출발	出発	Noun	NNG	출발
1473	출발하다	出発する	Noun	NNG	출발
1474	출장	出張	Noun	NNG	출장
1475	춤	踊り、ダンス	Noun	NNG	춤
1476	춤추다	踊りを踊る	Verb	VV	춤추다
1477	춥다	寒い	VA-I	VA-I	춥다
1478	취미	趣味	Noun	NNG	취미
1479	취소하다	取り消す	Noun	NNG	취소
1480	취직하다	就職する	Noun	NNG	취직
1481	층	～階	Noun	NNG	층
1482	치과	歯科	Noun	NNG	치과
1483	치료하다	治療する	Noun	NNG	치료
1484	치마	スカート、（韓服の）チマ	Verb	VV	하다
1485	치약	歯磨き粉	Noun	NNG	치약
1486	친구	友達	Noun	NNG	친구
1487	친절하다	親切だ	Noun	NNG	친절
1488	친척	親戚	Noun	NNG	친척
1489	친하다	親しい	Adjective	VA	친하다
1490	칠	7	Numeral	NR	칠
1491	칠십	70	Numeral	NR	칠
1492	칠월	７月	Noun	NNG	칠월
1493	칠판	黒板	Noun	NNG	칠판
1494	침대	ベッド、寝台	Noun	NNG	침대
1495	칫솔	歯ブラシ	Noun	NNG	칫솔
1496	카드	カード	Noun	NNG	카드
1497	카레	カレー	Noun	NNG	카레
1498	카메라	カメラ	Noun	NNG	카메라
1499	카페	カフェ、喫茶店	Noun	NNG	카페
1500	칼	刃物、刀、包丁、カッター	Noun	NNG	칼
1501	캐나다	カナダ	Noun	NNP	캐나다
1502	커피	コーヒー	Noun	NNG	커피
1503	커피숍	コーヒーショップ、喫茶店	Noun	NNG	커피숍
1504	컴퓨터	コンピューター、パソコン	Noun	NNG	컴퓨터
1505	컵	カップ	Noun	NNG	컵
1506	케이크	ケーキ	Noun	NNG	케이크
1507	켜다	つける、（電源を）入れる	Verb	VV	켜다
1508	코	鼻	Noun	NNG	코
1509	코트	コート	Noun	NNG	코트
1510	코피	鼻血	Noun	NNG	코피
1511	콜라	コーラ	Noun	NNG	콜라
1512	콧노래	鼻歌	Noun	NNG	콧노래
1513	콧물	鼻水	Noun	NNG	콧물
1514	콩	豆、大豆	Noun	NNG	콩
1515	크기	大きさ、サイズ	Noun	NNG	크기
1516	크다	大きい	Adjective	VA	크다
1517	크리스마스	クリスマス	Noun	NNG	크리스마스
1518	큰아버지	父の（一番上の）兄、伯父	Noun	NNG	큰아버지
1519	큰어머니	父の（一番上の）兄の妻、伯母	Noun	NNG	큰어머니
1520	키	背、身長	Noun	NNG	키
1521	킬로그램	キログラム	Noun	NNB	킬로그램
1522	킬로미터	キロメートル	Noun	NNB	킬로미터
1523	타다	乗る	Verb	VV	타다
1524	타월	タオル	Noun	NNG	타월
1525	탁구	卓球、ピンポン	Noun	NNG	탁구
1526	태국	タイ	Noun	NNP	태국
1527	태권도	テコンドー	Noun	NNG	태권도
1528	태어나다	うまれる	Verb	VV	태어나다
1529	태풍	台風	Noun	NNG	태풍
1530	택시	タクシー	Noun	NNG	택시
1531	탤런트	タレント、芸能人	Noun	NNG	탤런트
1532	터미널	ターミナル	Noun	NNG	터미널
1533	테니스	テニス	Noun	NNG	테니스
1534	테이블	テーブル	Noun	NNG	테이블
1535	텔레비전	テレビ	Noun	NNG	텔레비전
1536	토마토	トマト	Noun	NNG	토마토
1537	토요일	土曜日	Noun	NNG	토요일
1538	통	～通（手紙など）	Noun	NNG	통
1539	통장	（預金）通帳	Noun	NNG	통장
1540	통하다	通じる	Verb	VV	통하다
1541	퇴근하다	退社する、帰宅する	Noun	NNG	퇴근
1542	특별히	特別に	Adverb	MAG	특별히
1543	특징	特徴	Noun	NNG	특징
1544	특히	特に	Adverb	MAG	특히
1545	틀다	（スイッチを）入れる、つける	Verb	VV	틀다
1546	틀리다	間違う	Adjective	VA	틀리다
1547	티셔츠	Ｔシャツ	Noun	NNG	티셔츠
1548	팀	チーム	Noun	NNG	팀
1549	파	ねぎ	Noun	NNG	파
1550	파란색	青色、青	Noun	NNG	파란색
1551	파랗다	青い	VA-I	VA-I	파랗다
1552	파티	パーティ	Noun	NNG	파티
1553	팔	腕、８	Numeral	NR	팔
1554	팔다	売る	Verb	VV	팔다
1555	팔리다	売れる	Verb	VV	팔리다
1556	팔십	80	Numeral	NR	팔
1557	팔월	８月	Noun	NNG	팔월
1558	패션	ファッション	Noun	NNG	패션
1559	퍼센트	パーセント	Noun	NNB	퍼센트
1560	페이지	ページ	Noun	NNG	페이지
1561	펜	ペン	Noun	NNG	펜
1562	펴다	広げる、伸ばす	Verb	VV	펴다
1563	편	～編（映画など）	Noun	NNB	편
1564	편지	手紙	Noun	NNG	편지
1565	편하다	楽だ、気楽だ、便利だ	Adjective	VA	편하다
1566	평양	ピョンヤン	Noun	NNP	평양
1567	평일	平日	Noun	NNG	평일
1568	포도	ぶどう	Noun	NNG	포도
1569	포장	包装、荷造り	Noun	NNG	포장
1570	표	券・切符類の総称、チケット	Noun	NNG	표
1571	표현	表現	Noun	NNG	표현
1572	푹	ぐっすり	Adverb	MAG	푹
1573	풀	草	Noun	NNG	풀
1574	풀다	解く	Verb	VV	풀다
1575	프랑스	フランス	Noun	NNP	프랑스
1576	프로그램	プログラム	Noun	NNG	프로그램
1577	프린트	プリント	Noun	NNG	프린트
1578	피	血	Noun	NNG	피
1579	피곤하다	疲れる	Noun	NNG	피곤
1580	피다	咲く	Noun	NNG	피
1581	피아노	ピアノ	Noun	NNG	피아노
1582	피우다	咲かせる	Verb	VV	피우다
1583	피자	ピザ	Noun	NNG	피자
1584	필름	フィルム	Noun	NNG	필름
1585	필요	必要	Noun	NNG	필요
1586	필요하다	必要だ	Noun	NNG	필요
1587	필통	筆箱、筆入れ	Noun	NNG	필통
1588	하나	1	Numeral	NR	하나
1589	하늘	空	Noun	NNG	하늘
1590	하늘색	空色、水色	Noun	NNG	하늘색
1591	하다	する、言う	Verb	VV	하다
1592	하루	１日	Noun	NNG	하루
1593	하숙	下宿	Noun	NNG	하숙
1594	하숙집	下宿屋、下宿先	Noun	NNG	하숙집
1595	하얀색	白色、白	Noun	NNG	하얀색
1596	하얗다	白い	VA-I	VA-I	하얗다
1597	하지만	しかし、けれど	Adverb	MAJ	하지만
1598	학	つる	Noun	NNG	학
1599	학교	学校	Noun	NNG	학교
1600	학기	学期	Noun	NNG	학기
1601	학년	学年	Noun	NNG	학년
1602	학생	学生	Noun	NNG	학생
1603	학생증	学生証	Noun	NNG	학생증
1604	학원	塾	Noun	NNG	학원
1605	한	１つの～	Determiner	MM	한
1606	한강	ハンガン（漢江）	Noun	NNP	한강
1607	한국	韓国	Noun	NNP	한국
1608	한국드라마	韓国ドラマ	Noun	NNP	한국
1609	한국말	韓国語	Noun	NNG	한국말
1610	한국사람	韓国人	Noun	NNP	한국
1611	한국어	韓国語	Noun	NNP	한국어
1612	한국요리	韓国料理	Noun	NNP	한국
1613	한글	ハングル	Noun	NNG	한글
1614	한번	一回、一度	Determiner	MM	한
1615	한복	韓服	Noun	NNG	한복
1616	한식	韓国料理	Noun	NNG	한식
1617	한자	漢字	Noun	NNG	한자
1618	할머니	祖母、おばあさん	Noun	NNG	할머니
1619	할아버지	祖父、おじいさん	Noun	NNG	할아버지
1620	할인	割引	Noun	NNG	할인
1621	함께	一緒に、共に	Adverb	MAG	함께
1622	합격	合格	Noun	NNG	합격
1623	항상	いつも、常に	Adverb	MAG	항상
1624	해	陽、太陽	Verb	VV	하다
1625	해외	海外	Noun	NNG	해외
1626	해외여행	海外旅行	Noun	NNG	해외
1627	핸드폰	携帯電話	Noun	NNG	핸드폰
1628	햄버거	ハンバーガー	Noun	NNG	햄버거
1629	햇빛	日光、日差し	Noun	NNG	햇빛
1630	행복	幸福、幸せ	Noun	NNG	행복
1631	행복하다	幸せだ、幸福だ	Noun	NNG	행복
1632	행사	行事	Noun	NNG	행사
1633	허리	腰	Noun	NNG	허리
1634	현금	現金	Noun	NNG	현금
1635	현재	現在	Adverb	MAG	현재
1636	형	（弟から見て）兄	Noun	NNG	형
1637	형님	お兄様、兄貴	Noun	NNG	형
1638	형제	兄弟	Noun	NNG	형제
1639	호	～号	Interjection	IC	호
1640	호랑이	虎	Noun	NNG	호랑이
1641	호주	オーストラリア、豪州	Noun	NNP	호주
1642	호텔	ホテル	Noun	NNG	호텔
1643	혼자	独り	Adverb	MAG	혼자
1644	홈페이지	ホームページ	Noun	NNG	홈페이지
1645	홍차	紅茶	Noun	NNG	홍차
1646	화	怒り	Noun	NNG	화
1647	화가	画家	Noun	NNG	화가
1648	화나다	怒る、腹が立つ	Verb	VV	화나다
1649	화내다	怒る、腹を立てる	Verb	VV	화내다
1650	화요일	火曜日	Noun	NNG	화요일
1651	화장실	トイレ、化粧室	Noun	NNG	화장실
1652	화장품	化粧品	Noun	NNG	화장품
1653	화장하다	化粧する	Noun	NNG	화장
1654	확인하다	確認する	Noun	NNG	확인
1655	환영하다	歓迎する	Noun	NNG	환영
1656	환자	患者	Noun	NNG	환자
1657	회사	会社	Noun	NNG	회사
1658	회사원	会社員	Noun	NNG	회사원
1659	회색	灰色	Noun	NNG	회색
1660	회의	会議	Noun	NNG	회의
1661	횡단보도	横断歩道	Noun	NNG	횡단보도
1662	후	～後	Noun	NNG	후
1663	후배	後輩	Noun	NNG	후배
1664	휴가	休暇	Noun	NNG	휴가
1665	휴대전화	携帯電話	Noun	NNG	휴대
1666	휴일	休日	Noun	NNG	휴일
1667	휴지	ちり紙、トイレットペーパー	Noun	NNG	휴지
1668	휴지통	ゴミ箱	Noun	NNG	휴지통
1669	흐리다	曇る	Adjective	VA	흐리다
1670	흰색	白色、白	Noun	NNG	흰색
1671	힘	力	Noun	NNG	힘
